Test,代號,名稱,FY,Page,Text
,2888,新光金,110,85,"- 81 - 
 
(九 ) 公 司 如 有 訂 定 公 司 治 理 守 則 及 相 關 規 章 者 ， 應 揭 露 其 查 詢 方 式 ：  
1. 本公司訂有公司治理相關規章，如欲查詢其相關內容，可逕洽本公司網站或至公開資訊觀測站查詢。 
2. 本公司經理人進修情形：                                                                                  
              110 年 12 月 31 日 
職稱 
姓名 
進修課程 
進修時數(時) 
總經理 
吳欣儒 
「金控暨子公司董事、監察人及高階主管教育訓練」：誠信經營與公平待客、AML 展望與國際
趨勢、內線交易防範教育訓練 
3 
董事與監察人(含獨立)暨公司治理主管公司治理專題講座_資安管理架構-用故事串聯資安大小事 
3 
審計委員會如何落實財報審查 
3 
新光金控 110 年度各部室(儲備)法遵主管教育訓練 
2 
新光金控年度法令遵循課程 
10.84 
總研趨勢講座-2022 全球與台灣經濟趨勢前瞻 
2 
總稽核 
張弘杰 
「金控暨子公司董事、監察人及高階主管教育訓練」：誠信經營與公平待客、AML 展望與國際
趨勢、內線交易防範教育訓練 
3 
稽核人員金融業務研習班 
15 
稽核主管研習班 
15.5 
新光金控年度法令遵循課程 
10.84 
總機構法令遵
循主管 
郭志剛 
「金控暨子公司董事、監察人及高階主管教育訓練」：誠信經營與公平待客、AML 展望與國際
趨勢、內線交易防範教育訓練 
3 
公司治理專題演講_公平待客原則解析 
3 
國際金融監理趨勢與金融犯罪類型暨財務舞弊範例解析研習班 
3 
國際反貪腐與揭弊者保護實務 
3 
法令遵循人員在職研習班 
15 
資安入門：辨識威脅、資料保護、勒索軟體及社交工程對策 
1 
製造業資安：工控、物聯網與供應鏈安全對策 
1 
新光金控 110 年度各部室(儲備)法遵主管教育訓練 
2 
新光金控年度法令遵循課程 
10.84 
裁罰案例研習班 
3 
數位自動化 RPA workshop 
3 
總研趨勢講座-2022 全球與台灣經濟趨勢前瞻 
2 
"
,2888,新光金,110,146,"- 142 - 
 
從而快速掌握客戶話題。 
 導入商業流程管理(BPM)系統建置專案，縮短自動化作業時間，具彈性支援
不同單位以平衡工作負荷，能正確快速的處理即時修正流程問題，並提高流
程中相關人員、組織和客戶的滿意度，已於 109 年完成第一階段導入新契約
作業。110 年啟動第二階段導入契變作業，預期系統上線後可由流程引擎驅
動契變業務，降低作業人員對系統的學習曲線並精簡作業流程。 
 配合金控整體規劃，因應業務流程機器人(RPA)建置計劃，將可減少人工重覆
作業、增加作業正確性、降低作業風險。已於 110 年規劃應用於 AML 相似名
單確認作業，後續也將導入更多應用流程情境。 
 新冠肺炎疫情嚴峻，考量到有投保需求的客戶，外出與業務員接觸恐徒增染
疫風險，為確保保戶健康安全，新光人壽 110 年 11 月 11 月開辦「光速保」
新契約遠距投保作業，利用專屬「防疫視訊錄影平台」，有別於業界視訊投保
多半透過手機或通訊軟體錄影，此平台不限 iOS 或安卓系統使用，整合行動
E 投保電子要保書下載、線上即時視訊錄影上傳、要保文件拍照回傳及電子
簽章等功能，提供一站式視訊投保服務，打破業界視訊投保多項門檻限制，
保戶只需要簡單三步驟，運用資訊科技免接觸、無紙本、資料不落地，即可
在不與業務員接觸的情況下完成投保，讓視訊投保安心零距離。 
b.新光銀行部份 
 建置企金戶預警通知系統，包含企金預警指標產出及企金預警客戶檢視等兩
項模組。其中企金預警指標產出模組整合開放資料（Open Data）、聯徵資料、
銀行內部大數據資料、調校聯徵查詢組合及查詢頻率。標準化企業戶預警作
法，以系統方式主動通知 RM 審視系統警示客戶，以確保企業戶信用風險品
質。 
 設計研發「虛擬實境普惠金融教學系統」(新光校園銀行 VR 實境體驗)，該系
統係以 Virtual Reality 虛擬實境技術打造虛擬 3D 銀行環境，讓學生能夠透過
VR 設備，身歷其境如同走進新光銀行，透過虛擬角色「曼妮姊姊」引導，讓
參與的學生能夠以沉浸式體驗，循序漸進完成金融知識學習關卡，以及 ATM
存提款體驗，提供偏鄉學童金融教育、環境教育，以達成企業社會責任。 
 即 時 串 流 平 台 為 本 行 大 數 據 發 展 持 續 邁 向 即 時 推 薦 階 段 (Real-Time 
Suggestion)，於大數據平台上擴增符合即時串流資料之基礎建設，和符合即
時串流資料之監控警示系統，提供後續串流資料的收集、分析、應用相關之
環境，並以即時監控警示系統確保平台日常維運和服務品質。 
 智能客服系統自上線以來，每兩周不間斷地對智能客服系統進行問答調校作
業，該系統能回答用戶 98%以上的問題，同時為了提高智能客服整體服務品
質，更於 2021 年末推出 NPS(淨推薦值)評分功能，用以量化客戶對智能客
服的感受，評分結果顯示智能客服表現優秀。 
 建置智慧業務助理系統：透過實際訪談 RM 人員真實需求，使 RM 人員迅
速獲取近一年到近一日的企金客戶資訊，以掌握企金客戶與本行往來的脈絡。
同時提供直覺式資料查詢方式，省去階層式探索的困擾，提供業務助理機器
人系統，可與機器人直接對話，取得所需資訊。 
 為擴大新光銀行信用卡行動支付場域，完成新光生活圈，收單系統發展多元
支付功能，新光銀行信用卡與合作商家全聯、全家、7-11 等完成支付工具的
結合。 
 建置海外股票系統，客戶可透過分行理專或網路銀行，進行海外股票即時交
易，增加本行產品競爭力及客戶投資意願。 
"
,2888,新光金,110,147,"- 143 - 
 
 建置策略管理系統，透過信貸決策顧問輔導以及導入 SAS 決策管理平台
(RTDM)，將行內策略優化後，經由系統化及參數化的設定，不僅可提供信貸
策略決策管理機制，同時也因決策效率提升，進而快速判斷風險及掌握商機。 
 建置整合開戶平台系統，將傳統的臨櫃開戶交易，結合影像處理及人工智慧
技術，提供客戶開戶免填寫文件的便捷體驗。客戶免去填寫多份開戶文件的
繁瑣與不便，只需於一份開戶申請書上簽名確認，便完成開戶手續，立即領
取金融卡，享受快速完善的金融服務。 
 全新設計線上微企貸之徵審流程，與外部金融科技業者合作，打造全天候 24
小時的 APP 快速申請服務，並進一步結合 API、RPA 及 AI 模型等技術，優
化徵審流程，達到零接觸、全線上快速核貸之成效。不僅有效協助企業主取
得資金融通，更配合政府產業數位轉型政策，協助建構數位融資生態，實踐
普惠金融。 
 導入機器人流程自動化 RPA，減少人工重覆作業、增加作業正確性、降低作
業風險、提升作業效率。總行半數以上單位皆已導入使用，並於各單位培訓
至少一位 RPA 種子成員，以提高流程自動化作業的普及率。 
c.元富證券部份 
 元富證券今年 8～10 月複委託開戶數更較前期成長 96％。為順應投資人需
求於「新環球大亨 AP」、「行動達人 APP」、「財富管理 APP」建置 NYSE(紐
約證券交易所)美股即時報價，整合資訊源應用，滿足美股交易客戶交易之需
求並與同業券商競爭，提升美股交易業績及市佔率。 
 面對市場交易的熱絡，2021/05 金管會開放美股定期定額複委託業務，提供
有存股需求的客戶在資產配置選擇時更加靈活有彈性，因此元富擴建複委託
/財管信託業務平台，採購新硬體設備，提升 CPU 運算力與儲存設備讀寫速
度，讓客戶服務更加順暢穩定有效率。 
 配合金控完成建置「金控數位軌跡收集應用平台」，為集團數位軌跡蒐集方案，
藉由客戶網站到訪的數位軌跡資料收集整合、建立客戶之數位活動分析目標，
找出活動斷點改善，並透過線上線下情境整合燈箱推播，實現精準行銷以達
到提升行銷活動轉換率。共完成 66 項需求訪談，歸納出 11 項業務目標、25
項業務流程分析、2 個即時回應行銷場景推播:提醒客戶申請電子對帳單的轉
換率約達 10%，提醒新訪客進行繼續線上開戶的轉換率約達 40%。 
 元富證券榮獲「2021 工商時報數位金融獎」之數位轉型典範獎。透過各單位
積極將 RPA 數位員工導入日常業務，藉由流程梳理、整合、優化來提升效
率。今年 RPA 專案共完成 15 隻流程自動化作業，包含經紀業務:法人客戶工
商查詢、家事事件查詢、客戶交割金額應收催收流程、內部人及配偶交易比
對異常檢視流程；法遵業務案件彙整、法規更新、裁罰案撈取等。未來進一
步將 RPA 導入「一戶多開」、「銀證雙開」和「臨櫃開戶無紙化」等客戶開
戶服務作業，減少開戶作業斷點以提升客戶體驗滿意度。 
 為提供證券分公司客戶臨櫃開戶數位化服務，透過電子表單、電子簽名及影
像系統自動化技術與開戶系統的整合，優化開戶作業流程，達到電子檔案保
存之要求，並收文件備援之效果。分公司開戶作業無紙化可減少人力及紙本
儲存成本，在增加開戶效率同時為環境保護盡一份心力。   
 為方便客戶線上一次同時申辦證券及複委託兩種戶頭，讓客戶在電腦及行動
裝置皆一次申請就完成開戶，元富建置「證券+複委託」線上網頁通用版一開
多戶機能，整併證、複開戶契約文件、簡化客戶填寫流程，整合前中後台開
戶系統，減輕分公司開戶經辦重複登打的負擔以縮短開戶作業時間。新系統
"
,2888,新光金,110,149,"- 145 - 
 
未來研究 
發展計劃 
目前進度 
預估 
費用 
預計 
完成時間 
未來影響研發 
成功之主要因素 
度。 
新光人壽-機器人行政流程自動
化(RPA 相關應用) 
專案進行中 
4,712 
111 年 12 月 
流程改造及資源優化利
用。 
新光人壽-新 CTI 建置專案 
專案進行中 
35,100 
111 年 09 月 
全通路整合服務(Omni-
Channel)。 
新光人壽-IFRS17 相關調整
建置案 
專案進行中 
137,780 
全案
(300,000- 
400,000) 
112 年 12 月 
系統功能範圍界定及專
案目標明確、專案成員
異動情形。 
註:預計完成時間配合
保險局接軌時程表滾動
調整。 
新光人壽-法遵系統專案 
內部評估 
12,072 
112 年 12 月 
技術導入及流程改造。 
 
新光銀行-機器學習服務平台 
內部評估 
16,126 
112 年 12 月 
明確需求、業務支援及
完整且詳實的測試作
業。 
新光銀行-機器人流程自動化
(RPA) 
專案進行中 
7,000 
111 年 12 月 
明確需求、業務支援及
完整且詳實的測試作
業。 
新光銀行-行動理專 
專案進行中 
1,500 
111 年 12 月 
明確需求、業務支援及
完整且詳實的測試作
業。 
新光銀行-客群經營 ESP 即
時事件串流引擎 
專案進行中 
11,000 
111 年 12 月 
明確需求、業務支援及
完整且詳實的測試作
業。 
新光銀行-法遵科技 AI 應用 
專案進行中 
6,500 
113 年 12 月 
明確需求、業務支援及
完整且詳實的測試作
業。 
新光銀行-行動辦公室 
專案進行中 
4,500 
112 年 12 月 
明確需求、業務支援及
完整且詳實的測試作
業。 
新光銀行-資料中心基礎架構
現代化 
專案進行中 
36,000 
113 年 12 月 
明確需求、業務支援及
完整且詳實的測試作
業。 
 
元富證券-資訊資產營運風險
管理系統 
內部評估 
6,500 
111 年 12 月 
結合資訊資產及目前弱
點管理達到資安流程管
理電子化，有益資安管
理體系統推動 
元富證券-建置數據中台系統 
內部評估 
5,470 
111 年 12 月 
統籌數據治理、數據一
致性梳理、數據訂閱服
務的平台 
"
,2888,新光金,110,150,"- 146 - 
 
未來研究 
發展計劃 
目前進度 
預估 
費用 
預計 
完成時間 
未來影響研發 
成功之主要因素 
元富證券-北瓦電子交易防火
牆汰換 
專案進行中 
5,000 
111 年 01 月 
基 礎 網 管 設 備汰 舊 換
新，含新增防火牆日誌
收集器 
元富證券-全新存股平台建置
案 
專案進行中 
4,500 
111 年 12 月 
加入複委託業務，打造
全新存股平台，豐富交
易商品提升交易量 
元富證券-第三代期貨 KLINK 
內部評估 
4,000 
111 年 12 月 
拓展期貨業務交易量 
元富證券-OLD-NEW 線上開
戶建置案(財管+複委託) 
專案進行中 
3,200 
111 年 12 月 
改善證券客戶加開其他
業務的方便性與提升開
戶效率 
元富證券-OLD-NEW 線上開
戶建置案(分戶帳+信用戶) 
內部評估 
2,000 
111 年 12 月 
改善證券客戶加開其他
業務的方便性與提升開
戶效率 
元富證券-NEW-NEW 線上開
戶建置案(一開三戶) 
內部評估 
2,200 
111 年 12 月 
提供新證券加開其他業
務的方便性與提升開戶
效率 
元富證券-板橋正式 VM 容量
擴充 
內部評估 
3,100 
111 年 12 月 
資訊基礎設備擴充 
元富證券-財富管理電子交易
系統改版 
內部評估 
3,200 
112 年 09 月 
拓展財富管理業務交易
量 
元富證券-新 APP 自主開發 
內部評估 
3,300 
112 年 12 月 
培育元富 APP 開發能
量，為客戶業務量身打
造 APP 
元富證券-ESB（企業服務匯
流排）專案 
內部評估 
3,300 
111 年 12 月 
導入 Kafka Stream 
Processing，針對流數
據資料做分析及預處
理，結合商業智慧軟體
Tableau 分析，視覺化
呈現 
元富證券-法令遵循作業管理
系統 
專案進行中 
2,700 
111 年 12 月 
導入 RegTech 技術監
管法規異動 
元富證券-AD 安全防護及管
理建置 
內部評估 
2,700 
111 年 09 月 
資訊安全基礎建設 
元富證券-財管後台系統--即
時扣款及線上開戶 
內部評估 
2,200 
111 年 12 月 
優化財管開戶方便性與
提升開戶效率 
元富證券-開戶作業徵審流程 
自動化(RPA)建置案 
內部評估 
1,500 
111 年 12 月 
開戶流程改造及資源優
化利用 
元富證券-電子交易中台整合
專案 
內部評估 
1,400 
111 年 12 月 
電交中台升級到 Java 8 
64 位元以上版本 
元富證券-電交複委託中台交
易/回報整合 
內部評估 
1,300 
111 年 06 月 
電交中台升級到 Java 8 
64 位元以上版本 
元富證券-Solace 服務專案 
內部評估 
3,200 
111 年 12 月 
整 合 各 平 台 的報 價 服
務，委託成交回報服務，
"
,2888,新光金,110,151,"- 147 - 
 
未來研究 
發展計劃 
目前進度 
預估 
費用 
預計 
完成時間 
未來影響研發 
成功之主要因素 
並提供客戶訂閱需要的
資訊服務 
元富證券-Kafka 系統訊息/ 
管理中心專案 
內部評估 
8,500 
112 年 03 月 
導入一訊息平台，統一
前中台的連線及資料交
換方式，提供流程處理
監 控 管 理 方 法， 整 合
Splunk LOG 註冊機制 
元富證券-OCC 監控中心專
案 
內部評估 
1,510 
112 年 03 月 
依 Kafka 系統訊息/管理
中心基礎，建立監控電
視牆 
元富證券-Splunk 擴充專案 
內部評估 
1,100 
111 年 06 月 
目前只能保留 3 個月不
到的資訊，希望擴充到 6
個月以上 
元富證券-T7 備援機採購專
案 
內部評估 
2,900 
111 年 06 月 
配合北瓦機房規畫採購
新  Solaris 設備 
元 富 證 券 -SFA 優 化 ( 行 動
SFA)專案 
內部評估 
1,100 
111 年 12 月 
營業人員廣泛使用設備
IOT 管理、使用上方便性
及個資落地之防範規範 
元富證券-債券線上開戶 APP 
內部評估 
2,500 
112 年 09 月 
拓展債券線上開戶業務 
元富證券-債券線上電子交易
APP 
內部評估 
3,500 
112 年 09 月 
拓展債券線上交易業務 
元富證券-財管後台系統--即
時扣款及線上開戶 
內部評估 
2,200 
111 年 12 月 
優化財管開戶方便性與
提升開戶效率 
元富證券-開戶作業徵審流程 
自動化(RPA)建置案 
內部評估 
1,500 
111 年 12 月 
開戶流程改造及資源優
化利用 
 
新光投信–核心系統廠商技術
移轉 
專案進行中 
5,400 
111 年 12 月 
由資訊單位進行維運可
以提供更有彈性及客製
化的需求開發並減少系
統維運成本。 
新光投信–新投資交易管理系
統建置 
專案進行中 
7,500 
111 年 12 月 
原系統屬於由於原廠精
誠公司已不支援新版本
及產品更新，擬針對此
系統進行汰舊換新。 
新光投信-電子表單系統建置 
專案進行中 
600 
111 年 12 月 
使用者對於流程規劃及
改善需要明確。 
新光投信– Bloomberg FIX
電子下單系統(海外債劵) 
專案進行中 
1,000 
111 年 12 月 
增加海外下單的便利性
及系統整合性。 
 
 
 
 
 
 
"
,2888,新光金,110,165,"- 161 - 
 
場競爭力；順應資金節奏及銀行資金需求等綜合考量，推出台幣/外幣活定存優惠
專案，同步提升存款量及活存比。 
針對優質薪轉公司戶，依公司性質提供客製化銀行產品優惠整合方案，強化薪轉
客戶關係；深耕經營高所得客群，運用帳戶升等優惠或優利存款專案，維護並提
升往來 AUM，進而促動薪轉客戶成為本行高資產客群。 
【法人戶】 
透過推出優利活存等專案，吸引新資金流入，提高活期存款部位，優化本行活存
比。 
持續推廣企金現金管理業務(現金股利發放、薪轉、IPO&SPO 等)，以多元之業務
種類，吸引新客群，並提升服務及作業品質以增加客戶滿意度，提高資金駐留部
位。 
控管 FI 客戶存款，透過調整存款天期及集中度，降低存款成本，維持資金之穩定
性及流動性。 
經由拓展貿易融資相關授信業務，強化客戶匯出匯入金流於本行，增加外幣活期
存款水位。 
運用 OU【戶戶通】數位證券帳戶線上開戶工具之推廣及線下證存 DS 業務關係經
營，加速提升證活量，快速累積客戶數及增加證券活期存款水位。 
(2)企業金融業務 
擔保力不足但具發展潛力之中小企業授信，善用中小企業信保基金，降低授信風
險並增加往來客群、增加收益。 
透過深耕分行具地緣性之中小企業、工業區附近的子行駐點規劃或依產業上下游
開拓客源，擴大往來客群，增加與客戶之黏著度及往來產品維度，並透過掌握客
戶核心資產及爭取自償性或交易性還款來源，同時降低授信風險、提高收益。 
積極參與國內外優質客戶之聯貸參貸案件或爭取聯貸主辦，期能以聯貸參貸作為
敲門磚，開啟與國內外優質客戶往來自貸授信案件之契機，提升應收帳款、貿易
融資等業務往來機會，並增加授信規模及手續費收入。 
(3)財富管理業務 
業務管理機制：建構完整的財管績效管理系統，包含工作導向系統、SFA、AO 管
理系統、及 LINE 助理等，以提升理專產能，優化業務管理效能；進行理財主管養
成計劃，提升召募、管理技能以評測量化、職能方式進行系統管理訓練，提升管
理能力；因應理專 21 誡，規劃透過 RPA 高價值關鍵流程，優化檢視流程，提升
檢核效率。 
客戶分群深耕：依據客戶資產、貢獻、往來黏著度等維度區分客群，分別規劃適
切之客戶權益及行銷優惠。強化高資產客戶權益，提升高貢獻客戶之回饋，以多
樣化的酬賓服務深化客戶關係。運用財管點數計畫之商品兌換機制，提供豐富的
商品選項，滿足客戶多面向之需求，並透過點數累積提升客戶的忠誠度。持續精
進客戶行為模式分析，建立客戶標籤，篩選潛在客戶加強經營，以增加客戶往來
產品持有數。 
數位化平台建置：執行股票系統上線、開發債券贖回交易、基動配置優化等各項
增進交易效率專案；延長數位通路換匯交易時間，及優化定期定額換匯功能，促
動客戶將本行設定為外匯業務主力銀行；行動理專及 LINE 助理平台上線以強化
客戶服務及作業優化。 
產品節奏掌握：因應財富管理升級，提升 AUM base 商品及各類商品均衡配置；
因應保險環境變化，以分期繳提高保障比、退休規劃商品規劃；線上推出智能理
財，線下強化資產配置與投資組合，提供高資產客戶整合規劃服務。 
"
,2888,新光金,110,174,"- 170 - 
 
3.深化數位推廣模式，優化數位服務支援 
(1)持續優化線上服務功能，包括新增線上一開多戶及多項線上申辦業務，並導入開戶
徵審 RPA，提升客戶開戶體驗，同時強化智能選股、智能交易及智能 API 系統，提
供整合的智能輔助交易工具，提升交易周轉率及業務量。 
(2)數位創新方面，將發展便捷核身機制、推出提供微社群功能之全新存股平台及自製
特色 APP，打造數位創新亮點。 
 
4.調整部位操作策略，建構穩定報酬部位 
(1)為創造穩健的部位收益，採股債部位互補交易策略，獲利兼顧股息收益及淨值提
升，並透過精進策略交易操作，降低盤勢變化對損益波動影響。 
(2)持續發展整合性策略交易模式，加速協力平台開發新策略，擴大交易市場涵蓋範
圍，針對策略資源進行整合，期望達到收益曲線穩定成長的目標。 
 
5.聚焦投資事業效益，擴大優勢業務規模 
積極發展子公司優勢業務，藉由優化研究、擴大期貨業務、提升全委規模及建立優質創
投案源等方式，提升轉投資營運績效。 
 
6.注重法遵完善待客，落實治理推動永續 
持續提升法令遵循及公平待客意識，並透過建置智能法令遵循控管系統、參與金控法遵
AI專案，強化法遵作業降低裁罰風險。在落實ESG方面，將增加綠色採購比重、參與綠
色金融業務及投資決策流程納入ESG因素，落實ESG執行及推動永續金融投資。 
 
 (三)產業概況： 
1.證券業之現況與發展： 
根據證期局的統計，證券商總公司家數至110年底105家，分公司家數沒有進一步減少，
顯示在行情熱絡下，縮減據點非業務重點，惟富邦金合併日盛金後，富邦證與日盛證之
合併是否引發證券同業競爭態勢的變化，將值得後續觀察。 
近年金融科技發展迅速，電子交易占比攀升近八成，新開戶族群年輕化比例攀高，主管
機關更積極推廣券商數位轉型，發展虛實整合服務通路，如何創造市場區隔，運用數位
化服務，有效提升資源效率，來擴大業務範疇和客群，為證券商未來發展新趨勢，也是
維持競爭力的關鍵因素。 
配合金管會從110年正式啟動資本市場藍圖，3年內逐步落實82項措施，將為資本市場之
永續發展注入新的成長動能，有助於證券產業經營環境的優化。 
 
最近三年度證券期貨服務事業家數統計表 
年度 
證
券
商 
總
家
數 
經紀商 自營商 承銷商 
投資 
信託 
投資 
顧問 
期貨商 
期貨 
顧問 
總公司 分公司 
108 
106 
853 
71 
75 
58 
39 
84 
15 
31 
109 
105 
848 
70 
74 
58 
39 
85 
15 
30 
110 
105 
849 
70 
74 
58 
39 
86 
15 
30 
資料來源：金融監督管理委員會證期局網站 
 
"
,2888,新光金,110,177,"- 173 - 
 
 
(四)研究與發展： 
1.最近三年度投入之研發費用 
年
度 
研 究 發 展 經 費 ( 千 元 ) 
佔 營 業 收 入 ( ％ ) 
108年 
237,815千元 
4.39% 
109年 
157,039千元 
2.26% 
110年 
186,060千元 
1.76% 
    註：預估本公司於民國 111 年投入在新金融商品、模型及資訊平台及其相關軟硬體之
研發費用約 1.32 億元。 
 
2.開發成功之技術或產品 
          一一○年度本公司完成之資訊系統： 
 
自
行
研
發
系
統 
上
線
時
間 
「New-New 證券線上開戶」網頁通用版建置案 
110.04 
北瓦開發虛擬環境建置案 
110.04 
北瓦集中式資料庫建置案 
110.04 
證券高頻交易機房系統建置案 
110.05 
板橋 IDC 機房、機櫃擴充建置案 
110.06 
證券 VIP 交易平台擴充建置案 
110.08 
線上一開兩戶–「證券+複委託」建置案 
110.08 
證券分公司開戶作業無紙化建置案 
110.09 
資料倉儲(DW)轉檔主機升級案 
110.09 
交易主機負載平衡器升級案 
110.09 
國內外期貨系統升級案(SPEEDY) 
110.10 
美股即時報價建置案 
110.10 
電子化報表系統升級案(證券、期貨) 
110.12 
敦南集中式資料庫主機升級案 
110.12 
行動平台自建案 
110.12 
數位軌跡系統建置案 
110.12 
RPA 數位員工流程自動化建置案 
110.12 
"
,2888,新光金,110,185,"- 181 - 
 
商品，並配合主管機關推動之金融科技相關政策，期能形塑友善之數位生態系，從不同場景
的便利應用提供客戶卓越體驗，滿足並解決客戶的痛點，深耕客群與品牌價值，奠定永續經
營的基石。 
在需求面，因應高齡及少子化社會的來臨，消費者對於退休理財、保險規劃、財產信託
等金融商品及服務的需求日益增加；加上行動裝置的快速普及，同時隨著網路科技及數據分
析的不斷精進，因應市場區隔的客製化金融產品及運用服務將應運而生，新光金控持續推動
創新金融服務，滿足各類型企業與民眾的需求，將數位轉型納入策略發展重點作為因應。 
 (三)營業目標︰ 
1.穩定獲利，增加淨值：管理子公司以穩定其獲利，增加金控淨值，強化資本強度。 
2.資源整合，深化綜效：交叉及精準行銷之深度開發，擴大及深化跨子公司業務合作效益。 
3.數位轉型，優化體驗：結合 AI(人工智慧)、RPA(機器人流程自動化)、API(應用程式介面)
等應用，優化以客戶為中心的客戶數位體驗。 
4.開創利源，拓展市場：尋求海外策略夥伴以增加合作及投資機會，並以穩健的策略協助
旗下各子公司發展海外市場，擴大海外收益及業務範疇。 
5.注重法遵風控，完善公平待客：形塑企業法遵文化，並落實公平待客原則。 
6.落實公司治理，推動永續經營：持續精進公司治理及確保業務合規辦理，同時積極參與
國內外 ESG 評比，關注各項永續倡議並適時導入國際標準。 
(四)發展遠景之有利與不利因素︰ 
1.有利因素 
(1)集團資本與資源統籌運用，有利資金運用效益及跨售綜效增加。 
(2)子公司產品齊備且符合顧客需求，提供顧客一站購足的服務優勢。 
(3)服務據點遍佈全台，具備國內市場通路的滲透利基。 
(4)數據應用、人工智慧等技術的蓬勃發展，有利於本公司提供更便捷的服務體驗與更精
準的金融服務。 
2.不利因素 
(1)低利環境下，壓縮經常性收益，金融業獲利成長不易。 
(2)數位轉型伴隨的資訊系統整合與資訊安全的挑戰。 
(3)國內外法令遵循要求標準日益嚴格，增加金融機構之經營成本。 
新光人壽 
(一)金融市場主要商品（服務）之銷售（提供）地區︰ 
主要商品（服務）之銷售（提供）地區為台灣地區。 
(二)市場未來之供需狀況︰ 
供給方面，因應主管機關商品法令規範及強化監理措施，商品結構持續調整，有利於
商品回歸保險本質。主管機關推動普惠金融政策、綠色金融政策，以及鼓勵業者開發設計
具外溢效果健康險，均有利商品創新，創造競爭優勢。透過行動科技及大數據分析，可應
用於開發具外溢效果之新型態商品。 
需求方面，疫後量化寬鬆貨幣政策逐漸退場，升息趨勢明朗，商品相關利率可望調升，
提升商品競爭力。台幣相對美元強勢，預期保戶對美元保單需求仍高。疫後民眾健康風險
意識提高，有利於推動防疫相關醫療保險。高齡社會平均餘命延長，民眾對退休理財、資
"
,2888,新光金,110,207,"- 203 - 
 
-提供專業分工平台、降低整體用人成本 
b.技術主流化、管理效率化 
-打造主流之系統架構及 JAVA 平台，有助於人員學習與招募 
-提高系統處理性能與管理效率 
c.服務行動化，應用國際化 
-支援行動化服務、商業智慧與大數據應用 
-打造多國語言、幣別系統，支援海外發展 
(2)縮短自動化作業時間，具彈性支援不同單位以平衡工作負荷，能正確快速的處理即時
修正流程問題，並提高流程中相關人員、組織和客戶的滿意度，規劃導入商業流程管
理(BPM)系統建置專案。 
(3)配合金控整體規劃，因應業務流程機器人(RPA)建置計劃，將可減少人工重覆作業、
增加作業正確性、降低作業風險。已規劃應用於 AML 相似名單確認作業，後續將導
入更多流程應用情境。 
(4)為強化公司網域基礎架構之完整性與安全性，將現行網域 AD 版本提昇與作業系統改
善，加強安全控管，簡化系統管理工作。 
(5)建立元數據管理系統，統一公司內部資料定義，提供完整元數據查詢。並利用數據品
質監控檢核系統以及儀錶板，透過數據檢核規則主動警示問題資料，以提高資料的可
用性及正確性。建置管理系統同時實現資料治理導入。 
(6)導入軟體變更影響分析工具，因應維護軟體複雜度提高，透過變更分析工具提供影響
報告，來降低系統發生錯誤的風險。 
(7)與時俱進的新光人壽，以行動辦公室、專屬「數位領航家」App 與 e 化服務平台與時
代接軌，透過「數位領航家」App 等工具，於疫情期間達成業務不中斷；並持續於行
動化辦公計畫，擴增相關設備與基礎建設，以因應未來的發展不確定性與變化。 
(8)新光人壽相信面對數位金融挑戰，大數據是利器，善用海量資料中分析出有意義的關
聯性，應用於「強化客戶關係、加速業務流程、提升處理新風險能力、增強市場滲透」
四大面向，持續依循計畫運用大數據分析技術與資料模型，發掘更多客戶需求與服務
創新方式。 
(9)建置行政中心/服務中心契變櫃檯交易數位(無紙)化，減少保戶填寫契變申請書時間，
以縮短保戶在現場排隊的時間。 
(10)進行放款系統汰舊整合、提升效能；讓現有相關三子系統在未來同一平台資訊統一
管理，同時符合內稽內控需求，並可節省系統維護人力。 
(11)為符合保險局對 IFRS17 轉換計畫之要求，進行會計資訊系統建置，透過導入國際
成熟的套裝軟體，及搭配經驗豐富的顧問公司，重新梳理公司帳務處理流程，減少人
工彙總、核對作業，以加速結帳流程及編表品質，強化系統帳務自動勾稽，確保財務
資訊的一致性及正確性。 
(12)導入新一代客服系統產品，以滿足現行作業需求及未來服務規劃發展規劃，同時符
合資安及稽核相關要求、提高系統穩定度，彙整全通路進線紀錄，快速提供服務，減
少平均通話時間，提升服務效率。 
(13)因應營運持續計畫，須提升關鍵系統災難復原能力，降低系統中斷、資料遺失風險
及提高關鍵系統服務穩定性，計畫完善關鍵系統異地備援機制。 
 
(三)新光銀行： 
1.主要資訊系統及其相關硬體設施 
銀行核心帳務主機以兩部互為叢集式（CLUSTER）架構之 Oracle SUN M10-4 作為營
運主機；Oracle SUN T5-4 為測試主機；Oracle SUN M5000 為開發主機以及 Oracle 
"
