"Key","Year","Fin","Industry","Trade","RPA_Ctd","Adopt","Big4","LGTA","INST","MS","BM.x","LEV","OCF","MTB","Age_","Age","ESG","RD","ADV","Equity","Asset","PPE","NI_Ctd","OCF.y","S","AR","Asset_1","S_1","AR_1","S_2","EXP","PROD_origin","PROD","BM.y","DA","DA1","DA2","ABCFO","ABPROD","ABEXP","AC","A1","A21","A2","A3","A4","A5","A6","ROA","Median_ROA","ADJROA","CFO","R1","R2","R3","R4","R5","ABSDA","ABSDA1","ABSDA2","RM","RM1","RM2","RPA","ADJROA_sq","distance","weights","subclass"
"12012019","2019","0","M1200","TSE",0,"0","1",16.76503883,0.5479,0.027866962,0.675588707,0.636392327,0.07479904,1.480190521,69,4.234106505,63.04,0.011642012,0.217668682,6943795,19096943,9780396,1350879,1428433,20228119,2664153,21242697,19436763,2886335,17749330,0.262564589,14105933,0.663805213,0.675588707,0.004177672,0.006336872,0.015100015,0.018676828,-0.051912514,-0.111718296,-0.003650855,4.71e-08,0.037253085,0.047712303,0.46041216,0.063592631,0.675588707,0.067243486,0.063592631,0.062567601,0.001025031,0.067243486,4.71e-08,0.952238739,0.037253085,0.079435912,0.914985654,0.004177672,0.006336872,0.015100015,-0.144953982,-0.093041468,-0.16363081,0,1.050688550961e-06,0.0284580977161942,1,"273"
"12102022","2022","0","M1200","TSE",0,"0","1",17.94813823,0.5638,0.129099973,0.623690488,0.536485066,0.037536684,1.603359389,63,4.143134726,57.86,0.001341488,0.049476984,28896226,62341521,22235611,2850126,2340094,113297286,8507643,56732130,101437842,7534571,81650892,0.146311552,101938516,1.844878696,0.623690488,-0.030279755,-0.029332104,0.001747183,0.026632186,0.062456789,0.023733447,0.008990179,1.76e-08,0.209042812,0.191890768,0.391940352,0.050238304,0.623690488,0.041248125,0.050238304,0.050238304,0,0.041248125,1.76e-08,1.9970568,0.209042812,0.348778549,1.788013988,0.030279755,0.029332104,0.001747183,0.112822422,0.050365633,0.086190236,0,0,0.14482362586855,1,"240"
"12152020","2020","0","M1200","TSE",0,"0","1",16.78829908,0.6098,0.03029466,0.478682854,0.553190931,0.122357684,2.089065843,46,3.828641396,63.49,0,0.044994386,8733486,19546349,10896118,1642126,2391646,22189635,2184158,18650361,21173634,2138379,21235086,0.088629276,18664912,0.988917802,0.478682854,-0.023135711,-0.021995192,-0.023392363,0.008857073,0.018602557,0.061019793,-0.040187962,5.36e-08,0.054476211,0.05202162,0.584230943,0.088047947,0.478682854,0.128235909,0.088047947,0.057104441,0.030943506,0.128235909,5.36e-08,1.189769732,0.054476211,-0.00329495,1.135293521,0.023135711,0.021995192,0.023392363,0.088479423,0.069876866,0.07962235,0,0.000957500563572036,0.0518020703540821,1,"131"
"12162021","2021","0","M1200","TSE",0,"0","1",20.05781092,0.7093,0.244432376889998,0.516268974,0.647899239,0.10962759,1.936974814,56,4.025351691,74.4421,0.001969482,0.222019424,180993745,514039630,95511754.8199994,26092307.3299995,51950719.6799996,349829393.93,20668592,495338492,333795247.01,17539588,319302641.14,0.257831481,258967339.939998,0.656243472,0.516268974,-0.082972814,-0.084468455,-0.076833464,-0.047638699,-0.07324955,-0.122769943,-0.055631717,2.02e-09,0.052856159,0.046539258,0.247473447,0.058134781,0.516268974,0.113766499,0.058134781,0.058282943,-0.000148161,0.113766499,2.02e-09,0.955915352,0.052856159,-0.001327827,0.903059193,0.082972814,0.084468455,0.076833464,-0.243658192,-0.170408642,-0.196019493,0,2.1951681921e-08,0.40868173964548,1,"98"
"12162022","2022","0","M1200","TSE",0,"0","1",20.1279709,0.6991,0.244432376889998,0.462407932,0.651441814,0.113841817,2.162592661,56,4.025351691,70.54,0.001750729,0.218909469,192194954,551399914,95511754.8199994,26092307.3299995,51950719.6799996,349829393.93,21915791,514039630,333795247.01,20668592,319302641.14,0.269693916,258967339.939998,0.707157147,0.462407932,-0.090335631,-0.092075604,-0.06445664,-0.055469303,-0.117394096,-0.137401199,-0.070512951,1.95e-09,0.099856104,0.097429834,0.244849406,0.051602864,0.462407932,0.122115814,0.051602864,0.050238304,0.00136456,0.122115814,1.95e-09,1.020994556,0.099856104,0.050933213,0.921138452,0.090335631,0.092075604,0.06445664,-0.310264598,-0.192870502,-0.254795295,0,1.8620239936e-06,0.439534014605602,1,"99"
"12182020","2020","0","M1200","TSE",0,"0","1",16.03908112,0.5605,0.011408298,0.528692937,0.239025937,0.044302734,1.891457082,63,4.143134726,59.58,0,0.109414112,7031602,9240265,1798417,851541,409369,8356125,1161257,9229347,8000584,1073573,7901670,0.143450777,6715645,0.71595997,0.528692937,0.060965168,0.063650317,0.063849489,0.063202199,0.008449117,-0.007059113,0.047909348,1.08e-07,0.038522877,0.029022313,0.194858531,0.092264491,0.528692937,0.044355142,0.092264491,0.057104441,0.03516005,0.044355142,1.08e-07,0.905386372,0.038522877,0.010717335,0.866863495,0.060965168,0.063650317,0.063849489,0.064592203,0.056143086,0.001390004,0,0.0012362291160025,0.0242112469528567,1,"171"
"12192020","2020","0","M1200","TSE",0,"0","0",15.96144921,0.3223,0.016825711,0.670496716,0.480306285,0.096248881,1.491431615,68,4.219507705,70.08,0.002910542,0.052655413,4443414,8550063,3877047,565233,822934,12324165,1395406,8937571,12259254,1343533,11709984,0.114860514,10966163,1.189958883,0.670496716,0.001591322,0.004848199,0.003569512,0.068768747,0.135924221,0.047961906,-0.028833449,1.12e-07,0.007262712,0.001458786,0.433792022,0.063242351,0.670496716,0.0920758,0.063242351,0.057104441,0.00613791,0.0920758,1.12e-07,1.378916598,0.007262712,0.061456295,1.371653887,0.001591322,0.004848199,0.003569512,0.252654874,0.116730653,0.183886127,0,3.76739391681e-05,0.0482267745147691,1,"46"
"12252022","2022","0","M1200","TSE",0,"0","1",16.06058973,0.6765,0.017404826,0.338743023,0.591959804,-5.69e-05,2.952090322,37,3.610917913,59.64,0.002526063,0.027557421,3852374,9441163,3286771,347147,-537,15274361,2081374,9109168,13103954,1931095,10213493,0.070140434,14273644,1.604703306,0.338743023,-0.012935487,-0.012303153,0.027738691,0.050791579,0.067692959,0.086778467,0.038168579,1.1e-07,0.238266217,0.221768662,0.36082011,0.038109628,0.338743023,-5.9e-05,0.038109628,0.050238304,-0.012128677,-5.9e-05,1.1e-07,1.676811867,0.238266217,0.317313392,1.43854565,0.012935487,0.012303153,0.027738691,0.205263005,0.137570046,0.154471426,0,0.000147104805770329,0.0642809959215106,1,"56"
"12592021","2021","0","M2700","OTC",0,"0","1",15.48068625,0.7493,0.055436466,0.982289904,0.604416977,0.141791646,1.018029398,33,3.496507561,62.53,0,0.161130845,2091290,5286602,440015,88945,749596,5034182,114261,4663025,5342094,88470,5484492,0.267129814,3796202,0.815387222,0.982289904,-0.079429425,-0.080106658,-0.091191831,-0.004589364,0.153650671,0.061790959,-0.141678631,2.14e-07,-0.066032672,-0.071563631,0.094362565,0.019074528,0.982289904,0.160753159,0.019074528,0.00188306,0.032868939,0.160753159,2.14e-07,1.079595756,-0.066032672,-0.030537687,1.145628428,0.079429425,0.080106658,0.091191831,0.210852266,0.057201595,0.21544163,0,0.00108036715098572,0.0893850899980499,1,"306"
"12682020","2020","0","M2700","OTC",0,"0","1",15.32560846,0.8098,0.036259422,0.396564567,0.617571359,0.137568823,2.521657463,20,2.995732274,56.45,0.005207462,0.313707499,1731321,4527174,788930,279713,622798,3459267,147240,4114909,3775225,150755,3565658,0.324452375,1962528,0.475263244,0.396564567,0.01084303,0.009822576,-0.001444517,-0.007343686,-0.032284215,-0.131502514,-0.083376084,2.43e-07,-0.076783715,-0.075929504,0.191724774,0.067975501,0.396564567,0.151351585,0.067975501,0.00188306,0.06609244,0.151351585,2.43e-07,0.840666707,-0.076783715,0.050928708,0.917450422,0.01084303,0.009822576,0.001444517,-0.171130415,-0.1388462,-0.163786729,0,0.0043682106251536,0.0444109681175315,1,"324"
"13032018","2018","0","M1300","TSE",0,"1","1",20.16158427,0.7931,0.244432376889998,0.809440516,0.321516112,0.097428984,1.235421233,65,4.17438727,59.74,0,0.030810301,247021877.119998,570249344,95511754.8199994,26092307.3299995,51950719.6799996,333061560,48246064,544071389,306139952,56120375,275294431,0.036103372,258967339.939998,0.537363248,0.809440516,0.009348199,0.008379475,0.005775543,-0.045878385,-0.011203865,0.009049851,-0.005330115,1.84e-09,0.049481757,0.063954694,0.258986714,0.096786657,0.809440516,0.102116772,0.096786657,0.026557275,0.070229383,0.102116772,1.84e-09,0.61216518,0.049481757,0.056693885,0.562683424,0.009348199,0.008379475,0.005775543,-0.048032399,-0.036828534,-0.002154014,0,0.00493216623656069,0.063058302099112,1,"7"
"13032021","2021","0","M1300","TSE",1,"1","1",20.32083919,0.7936,0.244432376889998,0.747615367,0.358839946,0.117955514,1.337586203,65,4.17438727,61,0,0.031422189,247021877.119998,668695386,95511754.8199994,26092307.3299995,51950719.6799996,349829393.93,62127981,584712347,273353806,52051383,286303059,0.039070952,258967339.939998,0.554520497,0.747615367,-0.025528686,-0.025767021,-0.042213582,-0.109021823,-0.063418551,0.007990111,0.010187089,1.71e-09,0.236554924,0.219321497,0.316031868,0.145084716,0.747615367,0.134897627,0.145084716,0.067987185,0.077097532,0.134897627,1.71e-09,0.704056265,0.236554924,-0.022146365,0.46750134,0.025528686,0.025767021,0.042213582,-0.164450263,-0.101031712,-0.05542844,1,0.00594402944049102,0.267427041240399,1,"14"
"13032022","2022","0","M1300","TSE",1,"1","1",20.31577291,0.7987,0.244432376889998,0.685412154,0.407647888,0.113173766,1.458976171,65,4.17438727,59.09,0,0.03420203,247021877.119998,665316156,95511754.8199994,26092307.3299995,51950719.6799996,349829393.93,50583345,668695386,333795247.01,62127981,273353806,0.032718277,258967339.939998,0.443692921,0.685412154,0.007942355,0.007628954,0.027556965,-0.036684935,-0.032582086,0.012189435,-0.055049903,1.5e-09,-0.084473577,-0.06720916,0.31698592,0.057551943,0.685412154,0.112601846,0.057551943,0.003856862,0.053695082,0.112601846,1.5e-09,0.531158592,-0.084473577,0.206845431,0.615632169,0.007942355,0.007628954,0.027556965,-0.057077586,-0.0244955,-0.020392651,1,0.00288316183098672,0.325395149785523,1,"15"
"13042020","2020","0","M1300","TSE",1,"1","1",18.16352162,0.4781,0.053575971,1.288083249,0.369881048,0.139874409,0.776347337,58,4.060443011,70.05,0.007230115,0.040249019,48723643,77324516,23169313,5682637,10815721,50201273,7481916,71425786,55656741,7045512,60892513,0.050308022,39721391,0.547394928,1.288083249,-0.049609831,-0.04960235,-0.050088712,-0.044345038,0.02500789,0.000233306,-0.071865978,1.4e-08,-0.07637953,-0.082489425,0.324383032,0.079560021,1.288083249,0.151425999,0.079560021,0.04030715,0.03925287,0.151425999,1.4e-08,0.70284523,-0.07637953,-0.073303667,0.779224761,0.049609831,0.04960235,0.050088712,-0.019103842,-0.044111732,0.025241196,1,0.0015407878032369,0.0655619098115153,1,"16"
"13042021","2021","0","M1300","TSE",1,"1","1",18.25610338,0.5808,0.052271948,2.140333331,0.344004465,0.105312662,0.467216945,58,4.060443011,71.39,0.005990199,0.044084706,55644961,84825213,24471011,10079451,8933169,71755542,9391222,77324516,50201273,7481916,55656741,0.062991445,54001841,0.741103326,2.140333331,-0.024027624,-0.024194647,-0.035880481,-0.077997758,-0.078596391,-0.00671796,0.014824302,1.29e-08,0.278750778,0.254058661,0.31647157,0.130352591,2.140333331,0.115528289,0.130352591,0.067987185,0.062365406,0.115528289,1.29e-08,0.927979194,0.278750778,-0.070552889,0.649228415,0.024027624,0.024194647,0.035880481,-0.163312109,-0.084715718,-0.085314351,1,0.00388944386554484,0.0852486871357489,1,"17"
"13042022","2022","0","M1300","TSE",1,"1","1",18.16890067,0.531,0.05207862,1.913287873,0.344946524,0.125412789,0.522660502,58,4.060443011,70.78,0.006577543,0.051270433,50924885,77741569,25520104,-61189,9749787,66437122,7939581,84825213,71755542,9391222,50201273,0.061351511,55496976,0.649533141,1.913287873,-0.058671902,-0.058977137,-0.06884136,-0.031156462,-0.052852198,-0.005946265,-0.115661083,1.18e-08,-0.062698575,-0.045585255,0.300855171,-0.000721354,1.913287873,0.114939729,-0.000721354,0.003856862,-0.004578216,0.114939729,1.18e-08,0.783223757,-0.062698575,0.25410215,0.845922332,0.058671902,0.058977137,0.06884136,-0.089954925,-0.037102727,-0.058798463,1,2.0960061742656e-05,0.101971378807578,1,"18"
"13052021","2021","0","M1300","TSE",0,"0","1",16.64727079,0.6788,0.014730827,0.741221315,0.302795324,0.129978207,1.349124721,59,4.077537444,70.41,0.003816379,0.066929476,11835269,16975315,7666434,2631418,2206421,20221524,2043000,13893625,13733148,1904167,15117855,0.124029762,15181144,1.229103708,0.741221315,0.015949452,0.012991285,-0.015576689,-0.09063876,-0.045105959,-0.049494999,0.030589353,7.2e-08,0.467003824,0.457011255,0.551795086,0.189397511,0.741221315,0.158808158,0.189397511,0.067987185,0.121410327,0.158808158,7.2e-08,1.455453418,0.467003824,-0.099664918,0.988449595,0.015949452,0.012991285,0.015576689,-0.185239718,-0.140133759,-0.094600958,0,0.0147404675022469,0.055449336563712,1,"297"
"13092021","2021","0","M1300","TSE",0,"0","1",16.18991935,0.559,0.015131225,0.844504923,0.286918924,0.068519718,1.18412572,63,4.143134726,67.26,0.000892872,0.045891167,7661813,10744659,2007587,1849932,736221,20771165,2468514,9245870,15498381,2218128,17672204,0.123145145,17385209,1.928441131,0.844504923,0.041690496,0.03859604,0.031368497,0.028169673,-0.050718649,-0.013919179,0.120454971,1.08e-07,0.570285327,0.543204479,0.21713338,0.200081983,0.844504923,0.079627012,0.200081983,0.067987185,0.132094798,0.079627012,1.08e-07,2.246534399,0.570285327,-0.235112867,1.676249071,0.041690496,0.03859604,0.031368497,-0.036468155,0.014250494,-0.064637828,0,0.0174490356586608,0.0472104070748585,1,"55"
"13132019","2019","0","M1300","TSE",1,"1","1",17.6256558,0.6653,0.058096768,1.727091421,0.544440123,0.097166957,0.579008145,47,3.850147602,66.23,0,0.024085967,20571716,45156997,16362557,-140376,4387768,62714942,3732262,45769849,61258498,4061444,50600125,0.05276928,60653888,1.285302165,1.727091421,-0.071847859,-0.069556487,-0.062012062,0.057508561,0.122251304,0.014258282,-0.098932902,2.18e-08,0.031821036,0.03901315,0.357496416,-0.003066997,1.727091421,0.095865905,-0.003066997,0.040700657,-0.043767654,0.095865905,2.18e-08,1.370223922,0.031821036,0.23286887,1.338402886,0.071847859,0.069556487,0.062012062,0.194018147,0.071766843,0.136509586,1,0.00191560753666372,0.0388934339269579,1,"26"
